teamBlue,teamRed,patch,winner,Blue_champion_1,Red_champion_1,Blue_champion_2,Red_champion_2,Blue_champion_3,Red_champion_3,Blue_champion_4,Red_champion_4,Blue_champion_5,Red_champion_5
MGN Blue Esports,GAM Esports,14.01,Red,Jax,K'Sante,Vi,Rell,Twisted Fate,Tristana,Senna,Lucian,Maokai,Nami
Team Flash,Vikings Esports,14.01,Red,Jax,Aatrox,Lee Sin,Xin Zhao,Akali,LeBlanc,Lucian,Varus,Nami,Nautilus
Team Flash,Vikings Esports,14.01,Red,Jax,K'Sante,Xin Zhao,Brand,LeBlanc,Tristana,Varus,Ziggs,Bard,Rell
Atleta Esport,DREN Esports,14.01,Blue,Rumble,Ornn,Vi,Lillia,Corki,Yone,Kalista,Varus,Nautilus,Rell
aNc Outplayed,Axolotl,14.01,Blue,K'Sante,Jax,Viego,Xin Zhao,Corki,Neeko,Ashe,Draven,Renata Glasc,Blitzcrank
ENEMI3S,EKO Academy,14.01,Red,Aatrox,Fiora,Nocturne,Jarvan IV,Syndra,Azir,Varus,Kalista,Bard,Renata Glasc
Team Whales,Team Secret,14.01,Red,K'Sante,Aatrox,Vi,Rell,Akali,Orianna,Lucian,Aphelios,Milio,Lulu
EKO Academy,DREN Esports,14.01,Red,Malphite,Gnar,Jarvan IV,Xin Zhao,Orianna,Neeko,Varus,Aphelios,Nautilus,Rell
Dsyre Esports,aNc Outplayed,14.01,Red,Jax,K'Sante,Zac,Rell,Azir,Corki,Varus,Jhin,Nautilus,Alistar
Axolotl,Atleta Esport,14.01,Red,K'Sante,Ornn,Vi,Xin Zhao,Akali,Corki,Varus,Lucian,Rell,Nami
ENEMI3S,Macko Esports,14.01,Red,Ornn,K'Sante,Lee Sin,Vi,Azir,Neeko,Lucian,Caitlyn,Milio,Senna
ENEMI3S,Dsyre Esports,14.01,Red,Aatrox,K'Sante,Poppy,Rell,Azir,Corki,Xayah,Kalista,Rakan,Renata Glasc
Axolotl,EKO Academy,14.01,Blue,Aatrox,Fiora,Jarvan IV,Vi,Neeko,Azir,Vayne,Seraphine,Milio,Senna
DREN Esports,Macko Esports,14.01,Red,Rumble,K'Sante,Vi,Viego,Tristana,Azir,Aphelios,Varus,Nautilus,Braum
Atleta Esport,aNc Outplayed,14.01,Blue,Udyr,Olaf,Trundle,Bel'Veth,Corki,Azir,Varus,Aphelios,Nautilus,Rell
Vitality.Bee,Team BDS Academy,14.01,Blue,K'Sante,Rumble,Jax,Xin Zhao,LeBlanc,Karma,Varus,Jhin,Blitzcrank,Heimerdinger
devils.one,Back2TheGame,14.01,Blue,Fiora,Jax,Graves,Jarvan IV,Hwei,Neeko,Varus,Ashe,Renata Glasc,Milio
Team du Sud,GameWard,14.01,Red,K'Sante,Malphite,Xin Zhao,Jax,Corki,Akali,Kalista,Varus,Nautilus,Rell
GRP Esports,Forsaken,14.01,Red,Rumble,K'Sante,Vi,Maokai,Orianna,Azir,Lucian,Aphelios,Nami,Lulu
BK ROG Esports,Karmine Corp Blue,14.01,Red,Gnar,Malphite,Poppy,Xin Zhao,Azir,Akali,Caitlyn,Varus,Neeko,Pyke
Aegis,Team GO,14.01,Red,Rumble,Udyr,Lee Sin,Maokai,Syndra,Jayce,Aphelios,Lucian,Renata Glasc,Milio
Solary,Gentle Mates,14.01,Red,Ornn,Sion,Xin Zhao,Trundle,Azir,Kog'Maw,Ashe,Varus,Nautilus,Rakan
Forsaken,Iron Wolves,14.01,Red,K'Sante,Aatrox,Vi,Lee Sin,Neeko,Aurelion Sol,Varus,Aphelios,Rakan,Nautilus
Iron Wolves,Team ESCA Gaming,14.01,Blue,Gwen,K'Sante,Lee Sin,Maokai,Jayce,Corki,Lucian,Varus,Milio,Nautilus
Forsaken,Zero Tenacity,14.01,Red,Akali,Jax,Lee Sin,Xin Zhao,Azir,Corki,Senna,Seraphine,Tahm Kench,Soraka
Orbit Anonymo Esports,Back2TheGame,14.01,Blue,Jax,Udyr,Vi,Trundle,Corki,Azir,Lucian,Varus,Milio,Lulu
Gentle Mates,GameWard,14.01,Blue,K'Sante,Rumble,Rell,Poppy,Corki,Azir,Lucian,Draven,Milio,Nautilus
Karmine Corp Blue,Vitality.Bee,14.01,Blue,Aatrox,Yone,Vi,Wukong,Azir,Corki,Senna,Karma,Nautilus,Ashe
Aegis,Team BDS Academy,14.01,Red,Jax,K'Sante,Nocturne,Rell,Orianna,Azir,Aphelios,Ezreal,Nautilus,Bard
devils.one,GRP Esports,14.01,Red,Fiora,Jax,Lillia,Maokai,Hwei,Corki,Aphelios,Jinx,Rakan,Rell
BK ROG Esports,Team du Sud,14.01,Blue,Rumble,Udyr,Nocturne,Maokai,Azir,Corki,Jhin,Varus,Rakan,Soraka
Solary,Team GO,14.01,Red,Vayne,K'Sante,Rell,Xin Zhao,Orianna,Azir,Lucian,Aphelios,Milio,Blitzcrank
Team BDS,Team Heretics,14.02,Blue,Garen,K'Sante,Poppy,Vi,Orianna,Neeko,Varus,Kalista,Nautilus,Blitzcrank
G2 Esports,GiantX,14.02,Blue,Yasuo,Gnar,Rell,Xin Zhao,Hwei,Ahri,Senna,Ezreal,Maokai,Yuumi
G2 Esports,GiantX,14.02,Blue,Zac,Aatrox,Vi,Xin Zhao,Azir,Sylas,Senna,Ezreal,Maokai,Yuumi
SK Gaming,Team Vitality,14.02,Red,Ornn,K'Sante,Jarvan IV,Brand,Hwei,Yone,Lucian,Varus,Nami,Ashe
Team Vitality,SK Gaming,14.02,Blue,K'Sante,Akali,Brand,Maokai,Lee Sin,Lucian,Kalista,Varus,Leona,Renata Glasc
MAD Lions KOI,Fnatic,14.02,Red,Jayce,Yone,Brand,Rell,Ezreal,Corki,Xayah,Varus,Rakan,Renata Glasc
Team BDS,Team Vitality,14.02,Blue,K'Sante,Karma,Maokai,Xin Zhao,Azir,Akali,Aphelios,Jinx,Blitzcrank,Nautilus
Team Vitality,Team BDS,14.02,Red,K'Sante,Darius,Viego,Xin Zhao,Akali,Azir,Varus,Jhin,Ashe,Nautilus
G2 Esports,Fnatic,14.02,Blue,Zac,Poppy,Maokai,Xin Zhao,LeBlanc,Azir,Lucian,Senna,Nami,Nautilus
Fnatic,G2 Esports,14.02,Blue,Gragas,Poppy,Jax,Xin Zhao,Orianna,Azir,Varus,Aphelios,Nautilus,Milio
G2 Esports,Fnatic,14.02,Blue,Zac,Karma,Vi,Poppy,Hwei,Azir,Kalista,Varus,Braum,Blitzcrank
Back2TheGame,Team ESCA Gaming,14.02,Blue,Aatrox,K'Sante,Vi,Lillia,Ahri,Corki,Ezreal,Kalista,Neeko,Nautilus
Zero Tenacity,Iron Wolves,14.02,Blue,K'Sante,Jax,Maokai,Bel'Veth,Akali,Neeko,Ezreal,Varus,Ashe,Bard
Forsaken,devils.one,14.02,Blue,Zac,Mordekaiser,Vi,Rell,Orianna,Corki,Varus,Ezreal,Nautilus,Ashe
GameWard,BK ROG Esports,14.02,Red,K'Sante,Aatrox,Rell,Maokai,Azir,Tristana,Kai'Sa,Ezreal,Rakan,Bard
GRP Esports,Forsaken,14.02,Red,Rumble,Udyr,Xin Zhao,Vi,Azir,Orianna,Kalista,Lucian,Nautilus,Milio
Team BDS Academy,Karmine Corp Blue,14.02,Blue,Gnar,Aatrox,Maokai,Rell,Azir,Orianna,Ezreal,Aphelios,Ashe,Pyke
Movistar KOI,Los Heretics,14.02,Red,Yone,K'Sante,Vi,Rell,Corki,Azir,Lucian,Aphelios,Nami,Milio
FC Schalke 04 Esports,E WIE EINFACH E-SPORTS,14.02,Blue,Garen,K'Sante,Bel'Veth,Lillia,Hwei,Tristana,Ezreal,Varus,Maokai,Zac
Berlin International Gaming,SK Gaming Prime,14.02,Red,Rumble,Udyr,Viego,Brand,Azir,Yone,Ezreal,Varus,Nautilus,Maokai
Case Esports,GIANTX Pride,14.02,Blue,K'Sante,Rumble,Lee Sin,Viego,Syndra,Akali,Miss Fortune,Varus,Maokai,Leona
Team BDS Academy,Team GO,14.02,Blue,Gragas,Gwen,Maokai,Rell,Tristana,Azir,Varus,Samira,Alistar,Nautilus
Eintracht Frankfurt,FC Schalke 04 Esports,14.02,Red,Udyr,Gnar,Jax,Xin Zhao,Orianna,LeBlanc,Kalista,Ezreal,Rakan,Bard
Venomcrest Esports,Verdant,14.02,Red,K'Sante,Gnar,Nocturne,Xin Zhao,Neeko,Cassiopeia,Ezreal,Ornn,Bard,Senna
Aegis,GameWard,14.02,Red,K'Sante,Gnar,Rell,Xin Zhao,Taliyah,Neeko,Varus,Jhin,Alistar,Nautilus
Team BDS,Team Heretics,14.02,Blue,Rumble,Udyr,Xin Zhao,Maokai,Orianna,Ezreal,Varus,Kalista,Nautilus,Bard
MAD Lions KOI,Fnatic,14.02,Red,Zac,Darius,Bel'Veth,Brand,Akali,Tristana,Kalista,Varus,Blitzcrank,Nautilus
GRP Esports,Orbit Anonymo Esports,14.02,Red,Rumble,Irelia,Lillia,Vi,K'Sante,Hwei,Xayah,Kalista,Rakan,Renata Glasc
DMG Esports,Nativz,14.02,Blue,Ornn,Trundle,Viego,Vi,Syndra,Orianna,Varus,Ezreal,Rakan,Leona
Vitality.Bee,Team GO,14.02,Red,Ornn,Gnar,Xin Zhao,Maokai,Hwei,Azir,Varus,Ezreal,Renata Glasc,Rakan
Team ESCA Gaming,devils.one,14.02,Red,Zac,Renekton,Brand,Lee Sin,Jayce,Ahri,Jhin,Ezreal,Rakan,Janna
MOUZ NXT,NNO Prime,14.02,Red,Yone,Aatrox,Xin Zhao,Lee Sin,Akali,Orianna,Varus,Ashe,Maokai,Braum
Gentle Mates,Aegis,14.02,Blue,Sion,Ornn,Rell,Vi,Hwei,Orianna,Kalista,Lucian,Ashe,Milio
Ruddy Esports,Lundqvist Lightside,14.02,Red,Ornn,Gwen,Xin Zhao,Viego,Yone,Neeko,Varus,Jhin,Leona,Galio
Austrian Force willhaben,Eintracht Spandau,14.02,Blue,K'Sante,Fiora,Maokai,Rell,Hwei,Viktor,Senna,Kalista,Nautilus,Ashe
Orbit Anonymo Esports,Iron Wolves,14.02,Blue,Aatrox,K'Sante,Maokai,Lee Sin,Corki,LeBlanc,Kai'Sa,Aphelios,Nautilus,Milio
Verdant,Lionscreed,14.02,Red,Ornn,Gwen,Nocturne,Maokai,Orianna,Yone,Varus,Lucian,Nautilus,Milio
Zero Tenacity,Back2TheGame,14.02,Blue,K'Sante,Yone,Vi,Maokai,Azir,Corki,Ezreal,Varus,Bard,Rakan
Team du Sud,Solary,14.02,Blue,Aatrox,Jax,Brand,Maokai,Tristana,Akali,Varus,Senna,Rell,Nautilus
Galakticos,Beşiktaş Esports,14.02,Red,Ornn,Gwen,Maokai,Xin Zhao,Tristana,Azir,Ezreal,Caitlyn,Bard,Ashe
BoostGate Esports,NASR eSports Turkey,14.02,Blue,K'Sante,Aatrox,Xin Zhao,Rell,Neeko,Corki,Varus,Ezreal,Ashe,Nautilus
SPIKE Syndicate,Cyber Wolves,14.02,Blue,K'Sante,Gwen,Brand,Nocturne,Tristana,Orianna,Lucian,Ezreal,Nami,Ashe
Dark Passage,Papara SuperMassive,14.02,Blue,K'Sante,Illaoi,Lee Sin,Xin Zhao,Orianna,Azir,Xayah,Ezreal,Rakan,Senna
BK ROG Esports,Solary,14.02,Blue,Rumble,Sion,Maokai,Rell,Tristana,Syndra,Xayah,Miss Fortune,Rakan,Ashe
Movistar KOI,Barça eSports,14.02,Blue,K'Sante,Rumble,Rell,Lee Sin,Hwei,Akali,Varus,Senna,Bard,Maokai
Lundqvist Lightside,NORD Esports,14.02,Red,Gnar,Jax,Xin Zhao,Maokai,Orianna,Corki,Varus,Ezreal,Leona,Rell
GTZ Esports,BWE Esports,14.02,Blue,Ornn,Gnar,Viego,Ivern,Syndra,Corki,Ezreal,Varus,Nautilus,Bard
FUT Esports,Misa Esports,14.02,Red,Zac,K'Sante,Lee Sin,Jarvan IV,Hwei,Azir,Varus,Jhin,Nautilus,Leona
Eintracht Spandau,MOUZ NXT,14.02,Blue,Gnar,K'Sante,Maokai,Vi,Hwei,Orianna,Varus,Twitch,Neeko,Rell
DMG Esports,Ruddy Esports,14.02,Red,Aatrox,K'Sante,Viego,Jax,Syndra,Akali,Kalista,Ezreal,Ashe,Nautilus
Gentle Mates,Karmine Corp Blue,14.02,Blue,Fiora,K'Sante,Rell,Vi,Hwei,Azir,Varus,Miss Fortune,Nautilus,Rakan
SK Gaming Prime,Austrian Force willhaben,14.02,Red,Aatrox,Yone,Maokai,Viego,Hwei,Neeko,Varus,Senna,Heimerdinger,Nautilus
Keypulse Esports,SAW,14.02,Red,Shen,Gwen,Viego,Xin Zhao,Neeko,Hwei,Ezreal,Varus,Rell,Nautilus
Dark Passage,Misa Esports,14.02,Red,Aatrox,Jax,Xin Zhao,Maokai,Karma,Azir,Ezreal,Samira,Alistar,Nautilus
SPIKE Syndicate,Diamant Esports,14.02,Blue,K'Sante,Udyr,Trundle,Xin Zhao,Hwei,Azir,Varus,Kalista,Nautilus,Alistar
Ankora Gaming,Partizan Esports,14.02,Blue,Aatrox,Poppy,Bel'Veth,Brand,Akali,Lee Sin,Varus,Samira,Rell,Nautilus
SAW,White Dragons,14.02,Blue,Rumble,Kled,Nocturne,Rell,Orianna,Syndra,Varus,Miss Fortune,Maokai,Brand
Odivelas Sports Club,Keypulse Esports,14.02,Red,Gwen,Ornn,Jarvan IV,Taliyah,Syndra,Yone,Lucian,Varus,Milio,Rell
Hurricane of Feathers,GTZ Esports,14.02,Red,Aatrox,Zac,Kha'Zix,Brand,Hwei,Yone,Varus,Ezreal,Rell,Nautilus
SK Gaming,Team Heretics,14.02,Red,Zac,K'Sante,Xin Zhao,Maokai,Sylas,Azir,Kalista,Varus,Nautilus,Braum
Team Heretics,SK Gaming,14.02,Red,Gnar,Malphite,Vi,Poppy,Hwei,Azir,Kalista,Draven,Nautilus,Rell
MAD Lions KOI,GiantX,14.02,Blue,Gwen,K'Sante,Vi,Sejuani,Karma,Azir,Senna,Miss Fortune,Nautilus,Alistar
MAD Lions KOI,GiantX,14.02,Blue,Akali,Rumble,Sejuani,Rell,Tristana,Jayce,Senna,Jhin,Braum,Nautilus
Lionscreed,Nativz,14.02,Red,Ornn,Aatrox,Vi,Maokai,Hwei,Azir,Lucian,Varus,Nami,Rakan
E WIE EINFACH E-SPORTS,Berlin International Gaming,14.02,Blue,K'Sante,Rumble,Maokai,Talon,Tristana,Hwei,Aphelios,Draven,Renata Glasc,Rell
NNO Prime,Unicorns of Love Sexy Edition,14.02,Blue,K'Sante,Udyr,Vi,Brand,Orianna,Lucian,Jhin,Varus,Blitzcrank,Rell
Ankora Gaming,Diamant Esports,14.02,Red,K'Sante,Darius,Brand,Ivern,Jayce,Azir,Jhin,Varus,Maokai,Bard
Team du Sud,Vitality.Bee,14.02,Red,Rumble,Yasuo,Maokai,Rell,Tristana,Neeko,Varus,Nilah,Renata Glasc,Senna
Crvena zvezda Esports,Partizan Esports,14.02,Blue,Gwen,Ornn,Xin Zhao,Jax,Hwei,Azir,Varus,Ezreal,Nautilus,Maokai
EGN Esports,Odivelas Sports Club,14.02,Blue,K'Sante,Poppy,Brand,Lillia,Twisted Fate,Ezreal,Senna,Varus,Nautilus,Maokai
BeFive,Lupus Esports,14.02,Red,Aatrox,Zac,Xin Zhao,Lee Sin,Azir,Corki,Ezreal,Varus,Maokai,Leona
White Dragons,Hurricane of Feathers,14.02,Red,Ornn,Garen,Maokai,Wukong,Tristana,Corki,Lucian,Ezreal,Milio,Rell
NASR eSports Turkey,Beşiktaş Esports,14.02,Red,Zac,K'Sante,Maokai,Rell,Yone,Azir,Varus,Kalista,Alistar,Renata Glasc
FUT Esports,Galakticos,14.02,Blue,K'Sante,Rumble,Rell,Xin Zhao,Azir,Taliyah,Ezreal,Xayah,Bard,Rakan
BoostGate Esports,Papara SuperMassive,14.02,Red,K'Sante,Aatrox,Xin Zhao,Viego,Hwei,Azir,Senna,Varus,Tahm Kench,Rell
Crvena zvezda Esports,BeFive,14.02,Red,Ornn,Udyr,Nocturne,Maokai,Orianna,Irelia,Nilah,Ezreal,Senna,Ashe
BWE Esports,EGN Esports,14.02,Red,Gnar,Irelia,Lillia,Xin Zhao,Corki,Syndra,Ezreal,Draven,Rell,Nautilus
Cyber Wolves,Lupus Esports,14.02,Red,Gnar,Zac,Nocturne,Viego,Neeko,Akali,Varus,Kalista,Braum,Nautilus
SK Gaming,Team Heretics,14.02,Blue,Gnar,K'Sante,Maokai,Xin Zhao,Taliyah,Azir,Kalista,Varus,Rakan,Milio
Unicorns of Love Sexy Edition,Eintracht Spandau,14.01,Red,Aatrox,K'Sante,Xin Zhao,Sejuani,Akali,Azir,Aphelios,Varus,Rakan,Blitzcrank
MOUZ NXT,E WIE EINFACH E-SPORTS,14.01,Red,Gwen,K'Sante,Xin Zhao,Lee Sin,Swain,Neeko,Jhin,Xayah,Rakan,Nautilus
Eintracht Frankfurt,Austrian Force willhaben,14.01,Blue,K'Sante,Aatrox,Xin Zhao,Jax,Orianna,Neeko,Jhin,Varus,Bard,Rell
Berlin International Gaming,FC Schalke 04 Esports,14.01,Red,K'Sante,Gwen,Lee Sin,Sejuani,Corki,Azir,Varus,Aphelios,Lulu,Milio
Team Vitality,Rogue,14.01,Blue,K'Sante,Udyr,Rell,Vi,Akali,Azir,Varus,Sivir,Renata Glasc,Rakan
Team Heretics,SK Gaming,14.01,Blue,Udyr,Rumble,Xin Zhao,Nocturne,Corki,Gragas,Seraphine,Aphelios,Senna,Rakan
G2 Esports,MAD Lions KOI,14.01,Blue,K'Sante,Gwen,Vi,Viego,Azir,Neeko,Varus,Ashe,Zyra,Renata Glasc
MAD Lions KOI,Team BDS,14.01,Red,Kennen,Renekton,Rell,Vi,Corki,Neeko,Kalista,Varus,Renata Glasc,Blitzcrank
SK Gaming,Team BDS,14.01,Red,Rumble,K'Sante,Rell,Xin Zhao,Tristana,Neeko,Lucian,Varus,Milio,Blitzcrank
Fnatic,GiantX,14.01,Blue,K'Sante,Udyr,Xin Zhao,Maokai,Hwei,Tristana,Kalista,Varus,Renata Glasc,Ashe
MAD Lions KOI,Rogue,14.01,Blue,K'Sante,Aatrox,Viego,Vi,Akali,Twisted Fate,Aphelios,Lucian,Blitzcrank,Milio
Berlin International Gaming,Austrian Force willhaben,14.01,Red,K'Sante,Gwen,Nocturne,Jarvan IV,Orianna,Azir,Zeri,Aphelios,Lulu,Milio
GRP Esports,Back2TheGame,14.01,Blue,Rumble,K'Sante,Maokai,Xin Zhao,Lucian,Neeko,Varus,Jinx,Nautilus,Karma
Orbit Anonymo Esports,Forsaken,14.01,Blue,Aatrox,Rumble,Viego,Jarvan IV,Seraphine,Azir,Aphelios,Lucian,Nautilus,Milio
MOUZ NXT,FC Schalke 04 Esports,14.01,Red,Jax,K'Sante,Nocturne,Sejuani,Azir,Corki,Lucian,Aphelios,Milio,Ashe
Lionscreed,DMG Esports,14.01,Blue,Jax,K'Sante,Xin Zhao,Jarvan IV,Akali,Orianna,Varus,Aphelios,Blitzcrank,Milio
E WIE EINFACH E-SPORTS,Eintracht Spandau,14.01,Blue,Gnar,K'Sante,Nocturne,Sejuani,Akali,LeBlanc,Twitch,Xayah,Rakan,Nautilus
GameWard,Team BDS Academy,14.01,Red,Renekton,Jax,Maokai,Sejuani,Azir,Hwei,Senna,Ezreal,Rakan,Pyke
Berlin International Gaming,MOUZ NXT,14.01,Blue,Ornn,Aatrox,Lee Sin,Maokai,Neeko,Tristana,Draven,Ziggs,Nautilus,Rell
Venomcrest Esports,DMG Esports,14.01,Blue,K'Sante,Fiora,Viego,Xin Zhao,Neeko,Orianna,Lucian,Varus,Milio,Nautilus
Gentle Mates,BK ROG Esports,14.01,Blue,Gwen,K'Sante,Maokai,Rell,Tristana,Corki,Miss Fortune,Caitlyn,Blitzcrank,Ashe
Lionscreed,Ruddy Esports,14.01,Blue,K'Sante,Rumble,Jax,Xin Zhao,Sylas,Yone,Varus,Seraphine,Milio,Rakan
NNO Prime,FC Schalke 04 Esports,14.01,Red,Jax,K'Sante,Maokai,Xin Zhao,Orianna,Azir,Kalista,Senna,Renata Glasc,Lee Sin
Odivelas Sports Club,Hurricane of Feathers,14.01,Red,Poppy,K'Sante,Maokai,Brand,Corki,Syndra,Ashe,Varus,Braum,Rell
Team du Sud,Team GO,14.01,Red,Jax,K'Sante,Sejuani,Rell,Orianna,Corki,Aphelios,Lucian,Milio,Nami
Aegis,Vitality.Bee,14.01,Blue,Ornn,Aatrox,Nocturne,Kha'Zix,Azir,LeBlanc,Lucian,Xayah,Milio,Rakan
Misa Esports,NASR eSports Turkey,14.01,Red,Gwen,Gragas,Xin Zhao,Jax,Azir,Corki,Aphelios,Lucian,Rell,Nami
BoostGate Esports,Beşiktaş Esports,14.01,Red,Aatrox,K'Sante,Maokai,Xin Zhao,Orianna,Corki,Lucian,Senna,Milio,Tahm Kench
EGN Esports,White Dragons,14.01,Blue,Udyr,K'Sante,Xin Zhao,Nocturne,Azir,Lux,Kalista,Ziggs,Renata Glasc,Janna
Galakticos,Papara SuperMassive,14.01,Red,K'Sante,Gwen,Nocturne,Poppy,Neeko,Akali,Miss Fortune,Varus,Nautilus,Ashe
Team BDS,Team Heretics,14.01,Blue,K'Sante,Rumble,Vi,Trundle,Azir,Tristana,Jhin,Varus,Rell,Nautilus
SK Gaming,Team Vitality,14.01,Blue,Renekton,Aatrox,Maokai,Vi,Orianna,Corki,Lucian,Aphelios,Nami,Milio
MAD Lions KOI,Fnatic,14.01,Blue,Varus,K'Sante,Ivern,Vi,Azir,Corki,Xayah,Aphelios,Rakan,Rell
Rogue,Karmine Corp,14.01,Blue,Gnar,K'Sante,Rell,Brand,Corki,Akali,Senna,Miss Fortune,Nautilus,Maokai
Team Heretics,Team Vitality,14.01,Red,Udyr,Gnar,Lee Sin,Rell,Akali,Kai'Sa,Kalista,Varus,Hwei,Renata Glasc
Rogue,Team BDS,14.01,Red,K'Sante,Garen,Jarvan IV,Xin Zhao,Corki,Orianna,Kalista,Ashe,Blitzcrank,Alistar
GiantX,Rogue,14.01,Blue,Gnar,Jayce,Maokai,Rell,Azir,LeBlanc,Ashe,Zeri,Alistar,Rakan
Team BDS,Fnatic,14.01,Blue,Olaf,Udyr,Vi,Xin Zhao,Azir,Orianna,Ashe,Varus,Blitzcrank,Rell
Karmine Corp,GiantX,14.01,Red,K'Sante,Aatrox,Vi,Xin Zhao,Azir,Akali,Kai'Sa,Seraphine,Rakan,Senna
Rogue,Fnatic,14.01,Red,K'Sante,Gwen,Maokai,Vi,Tristana,Orianna,Varus,Kalista,Heimerdinger,Neeko
G2 Esports,Team Heretics,14.01,Blue,K'Sante,Poppy,Lillia,Xin Zhao,Tristana,Azir,Varus,Jhin,Nautilus,Braum
GiantX,SK Gaming,14.01,Red,Kennen,Renekton,Rell,Maokai,Yone,Azir,Draven,Kalista,Blitzcrank,Alistar
Karmine Corp,Team Vitality,14.01,Red,Rumble,K'Sante,Lillia,Maokai,Tristana,Ahri,Varus,Xayah,Rell,Rakan
Team Vitality,G2 Esports,14.01,Blue,K'Sante,Yone,Maokai,Vi,Corki,Tristana,Nilah,Seraphine,Senna,Sona
Team Heretics,Karmine Corp,14.01,Blue,K'Sante,Sion,Jarvan IV,Lillia,Azir,Corki,Draven,Aphelios,Milio,Lulu
Venomcrest Esports,Lundqvist Lightside,14.01,Blue,Gnar,K'Sante,Viego,Xin Zhao,Orianna,Azir,Ashe,Jhin,Rakan,Bard
Team ESCA Gaming,Zero Tenacity,14.01,Red,Ornn,Gwen,Xin Zhao,Vi,Azir,Corki,Jinx,Aphelios,Lulu,Milio
Verdant,Ruddy Esports,14.01,Red,Udyr,Yone,Trundle,Xin Zhao,Corki,Syndra,Varus,Seraphine,Nautilus,Rakan
Eintracht Frankfurt,NNO Prime,14.01,Blue,K'Sante,Jax,Brand,Rell,Yone,Corki,Seraphine,Lucian,Nautilus,Nami
FUT Esports,NASR eSports Turkey,14.01,Blue,K'Sante,Malphite,Trundle,Xin Zhao,Azir,Orianna,Varus,Jhin,Rell,Nautilus
Dark Passage,Beşiktaş Esports,14.01,Blue,K'Sante,Aatrox,Xin Zhao,Maokai,LeBlanc,Azir,Lucian,Aphelios,Nami,Milio
Nativz,Lundqvist Lightside,14.01,Blue,Aatrox,Udyr,Maokai,Brand,Azir,Lucian,Varus,Senna,Milio,Tahm Kench
Unicorns of Love Sexy Edition,Austrian Force willhaben,14.01,Red,K'Sante,Gnar,Sejuani,Viego,Yone,Azir,Seraphine,Corki,Senna,Bard
Misa Esports,Papara SuperMassive,14.01,Red,Jax,K'Sante,Viego,Xin Zhao,Corki,Azir,Kalista,Varus,Rell,Nautilus
BWE Esports,Keypulse Esports,14.01,Red,Malphite,Ornn,Ivern,Xin Zhao,Viktor,Akali,Varus,Senna,Blitzcrank,Seraphine
Galakticos,BoostGate Esports,14.01,Red,Aatrox,Udyr,Vi,Lee Sin,Ahri,Neeko,Varus,Lucian,Blitzcrank,Milio
E WIE EINFACH E-SPORTS,SK Gaming Prime,14.01,Red,K'Sante,Gwen,Jax,Poppy,Azir,Neeko,Xayah,Senna,Rell,Nautilus
Eintracht Spandau,Eintracht Frankfurt,14.01,Blue,Riven,Udyr,Poppy,Brand,Corki,Jayce,Caitlyn,Kalista,Ashe,Senna
EGN Esports,SAW,14.01,Blue,Olaf,Gnar,Vi,Xin Zhao,Hwei,Azir,Nilah,Seraphine,Senna,Rell
FUT Esports,Dark Passage,14.01,Red,Gnar,K'Sante,Rell,Jarvan IV,Ziggs,Azir,Varus,Xayah,Ashe,Bard
Keypulse Esports,GTZ Esports,14.01,Red,Tryndamere,Udyr,Lee Sin,Viego,Azir,Akali,Varus,Tristana,Renata Glasc,Thresh
Odivelas Sports Club,SAW,14.01,Red,Rumble,Kennen,Jarvan IV,Maokai,Azir,Yone,Aphelios,Varus,Rell,Bard
Hurricane of Feathers,BWE Esports,14.01,Blue,Rumble,Fiora,Briar,Brand,Orianna,Corki,Jinx,Aphelios,Rell,Alistar
G2 Esports,GiantX,14.01,Blue,K'Sante,Gwen,Maokai,Sejuani,LeBlanc,Azir,Kalista,Xayah,Neeko,Rakan
Fnatic,G2 Esports,14.01,Red,Jax,Vladimir,Vi,Xin Zhao,Corki,Akali,Lucian,Varus,Milio,Nautilus
GiantX,MAD Lions KOI,14.01,Blue,Rumble,Fiddlesticks,Xin Zhao,Nocturne,LeBlanc,Neeko,Nilah,Kai'Sa,Alistar,Rakan
Karmine Corp,SK Gaming,14.01,Blue,Rumble,Aatrox,Xin Zhao,Rell,Neeko,Corki,Xayah,Varus,Rakan,Nautilus
Team BDS,Karmine Corp,14.01,Red,Renekton,Olaf,Vi,Maokai,Neeko,Azir,Ashe,Kalista,Renata Glasc,Bard
Fnatic,Team Heretics,14.01,Blue,Rumble,Udyr,Vi,Jarvan IV,Corki,Azir,Kalista,Varus,Blitzcrank,Nautilus
SK Gaming,G2 Esports,14.01,Red,Jax,K'Sante,Xin Zhao,Lillia,Azir,LeBlanc,Xayah,Aphelios,Rakan,Renata Glasc
Team Vitality,MAD Lions KOI,14.01,Red,K'Sante,Gnar,Brand,Xin Zhao,Orianna,Azir,Varus,Xayah,Pyke,Blitzcrank
Orbit Anonymo Esports,Team ESCA Gaming,14.01,Blue,Irelia,Aatrox,Trundle,Xin Zhao,Ahri,Syndra,Kalista,Varus,Renata Glasc,Xerath
Back2TheGame,Forsaken,14.01,Blue,Aatrox,Yone,Sejuani,Xin Zhao,Corki,Tristana,Jinx,Seraphine,Nautilus,Rell
devils.one,Zero Tenacity,14.01,Red,Renekton,K'Sante,Xin Zhao,Maokai,Taliyah,Azir,Senna,Aphelios,Tahm Kench,Ashe
